sentence,label
"Мы учимся языкам, а все наши друзья бизнесу.",1
"Я задал ему три вопроса, и тоже я задал тебе три вопроса.",0
"Cледовательно, бросая камень, мальчик не увеличивал его кинетическую энергию, a уменьшил его кинетическую энергию.",0
Не знаю от кого.,1
"The House has voted to raise the ceiling to $3.1 trillion, but the Senate isn't expected to act until next week at the earliest.",0
"Плюньте и уйдите, вот почему.",1
"Нет, не для этого.",1
"Он починил мою машину, но я не понимаю как он починил мою машину.",0
"Я не умею танцевать танго, но я хочу уметь танцевать танго.",0
"Хотя мы хотели нарушить закон, мы не посмели нарушить закон.",0
"Я в первый раз там попробовал сало, и ты тоже.",1
"Довольно, не хочу больше играть!",0
"Я люблю пиво, а ты любишь вино.",1
"Человек описыавет какой-то город, но нам не ясно, какой город человек описывает.",1
Когда?,1
"Preliminary tallies by the Trade and Industry Ministry showed another trade deficit in October, the fifth monthly setback this year, casting a cloud on South Korea's export-oriented economy.",0
"Лидия переедет в Тверь, а её сестра переедет в Новосибирьск.",0
"Моя девушка хочет в кино всегда, а я никогда.",1
"Вера и Лена читают газету, а Борис книгу.",1
"Они сейчас говорят на украинском языке, а не на русском.",0
"Мои родители живут в Новгороде, и сестра тоже.",1
"Петя не может получать $3000, а его заместитель $4000.",1
"Under the stars and moons of the renovated Indiana Roof ballroom, nine of the hottest chefs in town fed them Indiana duckling mousseline, lobster consomme, veal mignon and chocolate terrine with a raspberry sauce.",0
"Демократы голосуют за законопроект, а республиканцы против.",1
"Что-то купили на рынке, но ещё не объяснили что купили на рынке.",1
"Саша прочитал мою статью, а Дима прочитал твою статью.",0
"Кити не только уверила его, что она его любит, но даже, отвечая на его вопрос, за что она любит его, объяснила ему, за что.",1
"Я не хотел, но вчера мы ходили в кино.",0
"Петя увидел белого зайца после того, как Вася увидел черного.",1
"Петя в Москву приехал, а Вася в Петербург нет _.",1
"Так ли, для этого ли сошлись?",1
Legislation to lift the debt ceiling is ensnarled in the fight over cutting capital-gains taxes.,0
"Я всегда нерничаю, а мой отец никогда.",1
"Офицеры носят фуражку, а пехотинцы простые пилотки.",1
"Я ездила туда не только в те дни, когда танцевала.",0
"Убил Смердяков, но как?",1
"Я думал, что никто не знает эту песню, а на самом деле Маша спела _.",1
Как?,1
"Петя увидел белого зайца после того, как Вася увидел черного зайца.",1
"Я бросил кружку, а сестра тарелку.",1
"Assets of the 400 taxable funds grew by $1.5 billion during the latest week, to $352.7 billion.",0
"Я сделал один бутерброд утром, и потом ещё один вечером.",0
"Я не умею танцевать, а мой брат плавать.",1
"Моя мама в зоопарке всегда любит смотреть выдр, а мой папа в зоопарке всегда любит смотреть пингвинов.",0
